,vote_type,proposal_id,title,proposal_choice,voting_power
164,token_house,0xd24bd76ee6d343d42bb2fef2f14576758120b808faa56d60f89dff2a6ae23012,Protocol Upgrade #5: Ecotone Network Upgrade,FOR,39153089.08186296
165,token_house,0xd24bd76ee6d343d42bb2fef2f14576758120b808faa56d60f89dff2a6ae23012,Protocol Upgrade #5: Ecotone Network Upgrade,ABSTAIN,3555.546128561958
166,token_house,0xd24bd76ee6d343d42bb2fef2f14576758120b808faa56d60f89dff2a6ae23012,Protocol Upgrade #5: Ecotone Network Upgrade,AGAINST,2121.6345803995873
167,token_house,0xd6296c0903b6ea4866d47aefdcccee6c1de3c8e9497035484cf2fcd5ea53d530,Grants Council Reviewer Elections: Milestones and Metrics,MULTIPLE,47106930.570793115
168,token_house,0xd6296c0903b6ea4866d47aefdcccee6c1de3c8e9497035484cf2fcd5ea53d530,Grants Council Reviewer Elections: Milestones and Metrics,FOR,1321845.9314533651
169,token_house,0xd9b161566dbe492da028239fa7e9e467a6e8115867eebad2c1392bf60f666606,"Mission Requests: Intent #1, 1.33M OP",MULTIPLE,46259941.10978711
170,token_house,0xd9b161566dbe492da028239fa7e9e467a6e8115867eebad2c1392bf60f666606,"Mission Requests: Intent #1, 1.33M OP",ABSTAIN,1387109.5804757322
171,token_house,0xe3533064b31cdadc005b68e327239e0611c09cad6c049932e4125dc1ccb7a56e,Code of Conduct Council: Member Nominations,MULTIPLE,46277195.750280105
172,token_house,0xe3533064b31cdadc005b68e327239e0611c09cad6c049932e4125dc1ccb7a56e,Code of Conduct Council: Member Nominations,FOR,1564906.3711041433
173,token_house,0xe50f250eed689783da7eab4b13a2c7e0dddb32dee9f3185872903a17a70e120c,N/A,FOR,8272364.3142507905
174,token_house,0xe50f250eed689783da7eab4b13a2c7e0dddb32dee9f3185872903a17a70e120c,N/A,ABSTAIN,1642587.1833205812
175,token_house,0xe50f250eed689783da7eab4b13a2c7e0dddb32dee9f3185872903a17a70e120c,N/A,AGAINST,125585.89585173706
176,token_house,0xe5417959a9ff425cf1d98efd135c7228c93e1f2dcbd0a390dbf68072fc202bd6,Intent #4 Budget Proposal,FOR,25880281.97244366
177,token_house,0xe5417959a9ff425cf1d98efd135c7228c93e1f2dcbd0a390dbf68072fc202bd6,Intent #4 Budget Proposal,AGAINST,17370.562418144746
178,token_house,0xe5417959a9ff425cf1d98efd135c7228c93e1f2dcbd0a390dbf68072fc202bd6,Intent #4 Budget Proposal,ABSTAIN,6935.442918291236
179,token_house,0xe54be6ef97d4a431528c5cbec4a4262bb452dfac643e3f791b09e87b45d21149,Council Reviewer Elections: Growth Experiments Grants,MULTIPLE,20602772.73778389
180,token_house,0xe54be6ef97d4a431528c5cbec4a4262bb452dfac643e3f791b09e87b45d21149,Council Reviewer Elections: Growth Experiments Grants,FOR,591757.1389035019
181,token_house,0xe8572792333594c9fd0d6a999d1a4fa219b8b74aee92852b1c8fb3737abc9284,Season 6: Code of Conduct Council Renewal ,AGAINST,29821545.00739087
182,token_house,0xe8572792333594c9fd0d6a999d1a4fa219b8b74aee92852b1c8fb3737abc9284,Season 6: Code of Conduct Council Renewal ,FOR,17007275.35404612
183,token_house,0xe8572792333594c9fd0d6a999d1a4fa219b8b74aee92852b1c8fb3737abc9284,Season 6: Code of Conduct Council Renewal ,ABSTAIN,3487066.530234317
184,token_house,0xf406de6376a7bd43a121f7b43a4829015141f19320a763577f1d02fadda64dd3,Protocol Upgrade #4,FOR,58164731.85347259
185,token_house,0xf406de6376a7bd43a121f7b43a4829015141f19320a763577f1d02fadda64dd3,Protocol Upgrade #4,ABSTAIN,19929.6766903984
186,token_house,0xf406de6376a7bd43a121f7b43a4829015141f19320a763577f1d02fadda64dd3,Protocol Upgrade #4,AGAINST,1822.5403360863681
187,token_house,0xf6bbd7578f817fa7d14504fa2deb139e6766159017fd2758063c122864f6255,Season 6: Developer Advisory Board Renewal ,MULTIPLE,46192066.90877097
188,token_house,0xf6bbd7578f817fa7d14504fa2deb139e6766159017fd2758063c122864f6255,Season 6: Developer Advisory Board Renewal ,ABSTAIN,4114237.733559497
189,token_house,0xf7b8df466dc6097819a7ed1040edcb1f287ddffed8cda4d25626777c554c2415,Ratification of Law of Chains,FOR,45777548.941897854
190,token_house,0xf7b8df466dc6097819a7ed1040edcb1f287ddffed8cda4d25626777c554c2415,Ratification of Law of Chains,AGAINST,53852.67059707005
191,token_house,0xf7b8df466dc6097819a7ed1040edcb1f287ddffed8cda4d25626777c554c2415,Ratification of Law of Chains,ABSTAIN,16249.45159727817
192,token_house,0xf9879f213ef52e98b15f898fb713f7ad904e3c1f9849078814c5f5ae036204d7,N/A,MULTIPLE,210.0
193,token_house,0xfcbdfa5f9001690110b73742781d9706a7641f09ba0dc7237315fe368ad46e0e,Summary of Code of Conduct enforcement decisions,AGAINST,2046807.8678072141
194,token_house,0xfda855a8f29cbc6680a52ccb5c3a570dcdcceee45f7406e0c1dd039d7521ba19,"Upgrade Proposal: Bedrock - This proposal outlines the Optimism Collective’s first Protocol upgrade of Optimism Mainnet to the Bedrock release. This upgrade aims to provide unprecedented modularity, simplicity, and Ethereum equivalence to the L2 network, with positive impacts on performance and security. Bedrock is the codebase which will help Optimism stand the test of time, and is also preparatory step towards the multi-chain future. - This Protocol Upgrade proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/final-upgrade-proposal-bedrock-v2/5548",FOR,27944934.77384539
195,token_house,0xfda855a8f29cbc6680a52ccb5c3a570dcdcceee45f7406e0c1dd039d7521ba19,"Upgrade Proposal: Bedrock - This proposal outlines the Optimism Collective’s first Protocol upgrade of Optimism Mainnet to the Bedrock release. This upgrade aims to provide unprecedented modularity, simplicity, and Ethereum equivalence to the L2 network, with positive impacts on performance and security. Bedrock is the codebase which will help Optimism stand the test of time, and is also preparatory step towards the multi-chain future. - This Protocol Upgrade proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/final-upgrade-proposal-bedrock-v2/5548",AGAINST,37216.79796791035
196,token_house,0xfda855a8f29cbc6680a52ccb5c3a570dcdcceee45f7406e0c1dd039d7521ba19,"Upgrade Proposal: Bedrock - This proposal outlines the Optimism Collective’s first Protocol upgrade of Optimism Mainnet to the Bedrock release. This upgrade aims to provide unprecedented modularity, simplicity, and Ethereum equivalence to the L2 network, with positive impacts on performance and security. Bedrock is the codebase which will help Optimism stand the test of time, and is also preparatory step towards the multi-chain future. - This Protocol Upgrade proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/final-upgrade-proposal-bedrock-v2/5548",ABSTAIN,7656.757821531028
